mass_kg,stress_mpa
103.87299183196018,24.927677154541016
8.08108860048741,76.73373413085938
9.481187290088837,57.71452713012695
8.957309700571303,60.88701248168945
72.61106752939664,25.600919723510742
21.100144296878966,30.167743682861328
8.754477134252765,61.94176483154297
8.245074638150898,72.82333374023438
8.493225391712185,67.50538635253906
8.621114027776967,64.57460021972656
46.55502967584735,26.5894718170166
97.17479658606818,25.069665908813477
12.57672892583027,43.409523010253906
13.208478583642266,42.21135330200195
85.94461785729385,25.265344619750977
68.49010790755086,25.69523048400879
57.4722694299063,26.0767822265625
90.05187451924391,25.186813354492188
35.3391637934977,27.445817947387695
8.489393493001653,69.12385559082031
15.2870837447837,35.867469787597656
13.513744087870036,40.379146575927734
8.21320813365632,73.68334197998047
11.575216505690333,47.159114837646484
26.736261490110227,28.64181137084961
17.466582441325116,31.28398895263672
77.24753455001694,25.482027053833008
16.886419053347595,33.36212158203125
13.504988836337665,41.46291732788086
14.50520454060957,37.70772933959961
11.174560955401322,48.74351501464844
8.159293088793897,74.97415924072266
8.338175070084754,71.0033187866211
18.76979656245966,30.7254638671875
29.383961680820207,28.19241714477539
43.008609874876434,26.815223693847656
38.343298438664505,27.28887367248535
24.43777797620782,29.097192764282227
22.162649783424918,29.636131286621094
11.769500929964808,46.269996643066406
15.885031965287704,34.49043655395508
14.766835393492268,37.05430603027344
10.975727530957112,49.636959075927734
52.8891092125182,26.26876449584961
13.887092200564652,39.436737060546875
24.43861956919346,29.096128463745117
49.35691791350086,26.438127517700195
8.558584429302586,66.1085205078125
50.10197716488107,26.398561477661133
8.135179815105124,75.53278350830078
10.53819238141662,52.023433685302734
32.434762247734795,27.774497985839844
102.03808751812238,24.96964454650879
10.74584163703546,50.72120666503906
8.614593338588719,64.83485412597656
41.15593071375344,26.999067306518555
30.570495368753793,28.026958465576172
95.06210138818395,25.107364654541016
74.60148514169141,25.53563690185547
55.390413069330094,26.15651512145996
17.10165706031493,31.963428497314453
92.36893539961137,25.16152572631836
14.156232426212783,38.70777130126953
38.65212900279613,27.13913345336914
15.079619910595268,36.294517517089844
44.98544682064976,26.71659278869629
27.33789148163481,28.52583885192871
8.541957747973118,66.44499969482422
66.12927872325248,25.772212982177734
99.69311415935188,25.016645431518555
54.833236895432,26.182348251342773
63.67613064700713,25.85133171081543
9.65741280119009,56.58256149291992
68.46757511427829,25.767547607421875
83.25180662978116,25.32378387451172
65.86690634488228,25.787334442138672
61.38861153864367,25.92498016357422
10.23343048733516,53.32292556762695
92.36882887912323,25.16297149658203
90.05830158764462,25.186134338378906
18.765989771924932,30.749217987060547
63.81491769033616,25.844614028930664
81.09629848131065,25.376726150512695
9.794490336598782,55.81708526611328
8.106380970589214,76.56749725341797
16.31886396086672,33.55253601074219
9.523866797941022,57.02203369140625
12.260010990864792,44.4513053894043
12.505785043434313,44.3037223815918
10.251605492374315,53.199256896972656
9.817025554435723,55.4267578125
10.034124480624543,54.35778045654297
41.253341611363474,26.989961624145508
95.0747960610243,25.08954429626465
85.35122026920018,25.28531265258789
44.1414246223644,26.73758888244629
60.20803820601627,25.974348068237305
10.034127157607102,54.357627868652344
12.045417370581248,45.31148910522461
79.11205862396478,25.41748809814453
