batch_size,mape_mean,mape_std,rmse_mean,rmse_std,time_mean,epochs_mean
16,0.6033144516233795,0.13604190077299388,0.5204894865831902,0.20310851755050863,0.6043998241424561,109.6
32,0.6266918592306211,0.08530234053114566,0.505511143211131,0.11767161627100586,0.5735806465148926,147.8
64,0.9497331626441206,0.17380782906650385,0.7285622575691314,0.19967685897778426,0.3017876148223877,104.6
204,0.718016171006553,0.44418548785617584,0.5937933710378531,0.2940850961106559,2.6858404159545897,376.6
