mass_kg,stress_mpa
103.50153563049689,25.45424896108808
7.391506810012724,97.86285002553299
7.513677946330814,92.35078657688189
8.182422261165945,74.756304398779
26.806304234344015,28.735104462551842
57.567086634917835,26.1306795417271
7.601912216485575,90.14830407189739
56.19433556132772,26.176446983149518
69.40766507393994,25.797605022346705
8.283655552855011,73.23957813358453
95.71445733371694,25.490813630641608
29.545615456216886,28.61412784883119
7.7661691030634845,87.75096657539646
88.18938078220295,25.54377321466181
52.23526440155501,26.341585114161912
33.68943565582688,27.76460400684101
101.30950905378211,25.46553834444899
94.30013200389068,25.499346559578925
16.10723389621188,33.83360315676727
11.133821774519692,48.17739783570673
91.6358282969019,25.5177042594125
8.739285280658589,61.468434423095275
7.425557296978609,94.6128647923147
16.962092701281698,32.7590243162791
19.99853194826557,30.27041377989142
43.054921081496786,26.923993419573293
30.515695935100442,28.15916688240642
15.632080347232145,34.806320234067954
11.714852387802894,47.616963643795394
10.100969299410918,53.346080631798976
49.153502063092496,26.49430093483454
90.45779886181785,25.528360188009135
63.52931691711953,25.94630160280254
84.53740683157424,25.576161812665394
7.39856347543674,97.66128125390318
46.06103470135054,26.675323124747766
7.404073936010661,95.27698300855462
8.5664142759043,67.04898151293682
60.81182074330418,26.03292931674449
80.32203972939304,25.62230799179423
8.103732235702934,77.19200501430122
67.56609417509806,25.836962245004838
7.863058464459373,83.48765040359248
10.009790865211153,55.65664038884928
53.2086762335493,26.29783429400971
47.8547988160443,26.57542648231872
8.414547314467512,68.99395615038874
98.79738910210088,25.489804444094425
9.291861767321182,57.16456696260277
78.90738999550148,25.637110128272987
21.397538292550156,29.973311345927627
75.98580670410229,25.682388141062297
8.375297211919507,69.8150652091551
12.578407415290917,43.57549846631306
18.974384774598814,30.955162186430705
36.364201488844316,27.587136760597183
7.970068091774171,81.22549689256275
7.769733655455925,85.63135882524554
8.042107880456664,79.11217039361479
8.57746454682876,65.08043367052666
15.15545661465389,35.842968046592986
11.763971924503721,45.989407633787636
36.49973241661279,27.4754457580665
60.8119061262382,26.03164862977061
7.766577690537311,85.71420466839888
8.318370961325202,71.43796155661767
7.9000163226838795,82.93592941082824
14.56544557836095,37.84294645179548
8.471783722353628,67.54671537585827
10.80812365482116,49.924345319973085
72.00315267579738,25.7456677863115
8.04647192120446,79.07042105172992
38.79385996983985,27.250393852817716
86.18069676404825,25.560910797250987
8.101638743702827,77.20126717939938
98.79847085891232,25.475328351352047
64.14709816906762,25.923633002072293
13.710997813361665,39.38178032880726
8.63737345814693,63.238907166693146
11.870571843143335,45.58019987109024
8.59723734416297,64.88219780837518
24.974885201575646,29.04479997984253
8.667979817028211,63.0360965022695
22.293048925055817,29.739527095905668
12.155730233742846,44.38647051402063
8.892413257053043,60.1194722283009
40.875437870723204,27.057893626273536
14.291149383488666,38.043915065155915
73.68645601230186,25.716708672877697
75.9853386948042,25.685778500457413
7.965698321705328,81.26910673295947
40.15813129162697,27.16350834586468
82.24979172409797,25.598511276098694
32.30753413806925,27.9368944416875
9.039280717503518,58.640938162831624
13.636642900434893,39.89610947178584
10.454377980758276,51.30257941865744
23.27501772286389,29.456489062357537
25.162845603237162,29.00766191126524
13.233204154377258,40.88650847773584
